source_journal_name,target_journal_name,source_count,target_count,group_total_count,confidence,reason,generated_date
"Nuclear Instruments and Methods in Physics Research, Section B. Beam Interactions with Materials and Atoms",Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,1,35986,35987,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
American Journal of Medicine,The American Journal of Medicine,11,36763,36774,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
NutrientsActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Nutrients,88,36604,36692,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Life sciences,Life Sciences,11,36641,36652,high,case_only,2026-05-12
Modern Language Review,The Modern Language Review,4644,31285,35929,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Innovation in aging,Innovation in Aging,14614,21076,35690,high,case_only,2026-05-12
Journal of electroanalytical chemistry,Journal of Electroanalytical Chemistry,5019,30405,35424,high,case_only,2026-05-12
International affairs,International Affairs,32,35391,35423,high,case_only,2026-05-12
AtherosclerosisActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Atherosclerosis,1,35377,35378,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
RöFo – Fortschritte auf dem Gebiet der Röntgenstrahlen und der Bildgebenden Verfahren,RöFo - Fortschritte auf dem Gebiet der Röntgenstrahlen und der bildgebenden Verfahren,5,35359,35364,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Sensors and Actuators B Chemical,Sensors and Actuators B: Chemical,810,34209,35019,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Sensors and actuators. B, Chemical",Sensors and Actuators B: Chemical,112,34209,34321,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Sensors and Actuators B-chemical,Sensors and Actuators B: Chemical,34,34209,34243,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Sensors and Actuators, B. Chemical",Sensors and Actuators B: Chemical,2,34209,34211,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
PLANT PHYSIOLOGY,Plant Physiology,1215,33925,35140,high,case_only,2026-05-12
The Quarterly review of biology,The Quarterly Review of Biology,341,34290,34631,high,case_only,2026-05-12
PhytochemistryActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Phytochemistry,2,34574,34576,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of The American Ceramic Society,Journal of the American Ceramic Society,41,34243,34284,high,case_only,2026-05-12
World literature today,World Literature Today,801,33173,33974,high,case_only,2026-05-12
The American Political Science Review,American Political Science Review,199,33769,33968,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
TalantaActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Talanta,6569,27348,33917,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Physics D Applied Physics,Journal of Physics D: Applied Physics,451,33447,33898,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of physics D: Applied physics,Journal of Physics D: Applied Physics,14,33447,33461,high,case_only,2026-05-12
Journal of American History,The Journal of American History,13996,19862,33858,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Physica Status Solidi (a),physica status solidi (a),15605,18212,33817,high,case_only,2026-05-12
Infection and immunity.,Infection and Immunity,6,33715,33721,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of applied physiology,Journal of Applied Physiology,847,32850,33697,high,case_only,2026-05-12
Journal of The American Society of Nephrology,Journal of the American Society of Nephrology,1,33672,33673,high,case_only,2026-05-12
Research Society and Development,"Research, Society and Development",1354,32310,33664,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Antimicrobial agents and chemotherapy.,Antimicrobial Agents and Chemotherapy,19,33110,33129,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of the American Dental Association,The Journal of the American Dental Association,1,32995,32996,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
British Journal of Psychiatry,The British Journal of Psychiatry,7850,24590,32440,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
The British journal of psychiatry :,The British Journal of Psychiatry,2,24590,24592,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
NaturwissenschaftenActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Naturwissenschaften,1,32391,32392,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Fems Microbiology Letters,FEMS Microbiology Letters,1803,30523,32326,high,case_only,2026-05-12
VaccineActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Vaccine,40,32211,32251,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Bioorganic &amp; Medicinal Chemistry Letters,Bioorganic & Medicinal Chemistry Letters,1726,30343,32069,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
ACS omega,ACS Omega,64,31749,31813,high,case_only,2026-05-12
ACS OmegaActionsSearch in PubMedSearch in NLM CatalogAdd to Search,ACS Omega,48,31749,31797,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
NanoscaleActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Nanoscale,90,31631,31721,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Bulletin of experimental biology and medicine,Bulletin of Experimental Biology and Medicine,1703,30002,31705,high,case_only,2026-05-12
The Hispanic American Historical Review,Hispanic American Historical Review,10113,21589,31702,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
The Annals of the American Academy of Political and Social Science,The ANNALS of the American Academy of Political and Social Science,1218,30279,31497,high,case_only,2026-05-12
Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,4447,27015,31462,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Spectrochimica Acta Part A - Molecular and Biomolecular Spectroscopy,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,18,27015,27033,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Spectrochimica acta, Part A. Molecular and biomolecular spectroscopy",Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,1,27015,27016,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Colloids and Surfaces A Physicochemical and Engineering Aspects,Colloids and Surfaces A: Physicochemical and Engineering Aspects,1425,30000,31425,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
American Journal of Health-system Pharmacy,American Journal of Health-System Pharmacy,376,30777,31153,high,case_only,2026-05-12
Physica A Statistical Mechanics and its Applications,Physica A: Statistical Mechanics and its Applications,373,30765,31138,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Physica A-statistical Mechanics and Its Applications,Physica A: Statistical Mechanics and its Applications,6,30765,30771,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Physica, A. Statistical mechanics and its applications",Physica A: Statistical Mechanics and its Applications,1,30765,30766,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Astronomical Journal,The Astronomical Journal,89,30749,30838,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
SmallActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Small,205,30360,30565,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
HepatologyActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Hepatology,105,30458,30563,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Biochemical Society transactions.,Biochemical Society Transactions,8,30452,30460,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Japanese Journal of Pharmacology,The Japanese Journal of Pharmacology,5280,25131,30411,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Physical Review B (Condensed Matter),"Physical review. B, Condensed matter",120,30253,30373,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Acta paediatrica,Acta Paediatrica,1043,29327,30370,high,case_only,2026-05-12
IEEE sensors journal,IEEE Sensors Journal,44,30296,30340,high,case_only,2026-05-12
The European Journal of Public Health,European Journal of Public Health,3226,26485,29711,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
European journal of public health,European Journal of Public Health,521,26485,27006,high,case_only,2026-05-12
Otolaryngology - Head and Neck Surgery,Otolaryngology–Head and Neck Surgery,4038,22659,26697,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Otolaryngology Head & Neck Surgery,Otolaryngology–Head and Neck Surgery,3321,22659,25980,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Otolaryngology-Head and Neck Surgery,Otolaryngology–Head and Neck Surgery,104,22659,22763,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Otolaryngology—Head and Neck Surgery,Otolaryngology–Head and Neck Surgery,80,22659,22739,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Otolaryngology -- Head and Neck Surgery,Otolaryngology–Head and Neck Surgery,24,22659,22683,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Otolaryngology- Head and Neck Surgery,Otolaryngology–Head and Neck Surgery,4,22659,22663,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Ultrasound in Obstetrics & Gynecology,Ultrasound in Obstetrics and Gynecology,3263,26424,29687,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Ultrasound in Obstetrics &amp; Gynecology,Ultrasound in Obstetrics and Gynecology,501,26424,26925,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Non-crystalline Solids,Journal of Non-Crystalline Solids,36,30111,30147,high,case_only,2026-05-12
Surface & Coatings Technology,Surface and Coatings Technology,550,29575,30125,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
OrganometallicsActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Organometallics,4,30076,30080,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of The American Dietetic Association,Journal of the American Dietetic Association,8,29963,29971,high,case_only,2026-05-12
VirologyActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Virology,22,29851,29873,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Archives of ophthalmology,Archives of Ophthalmology,291,29444,29735,high,case_only,2026-05-12
Obstetrics &amp; Gynecology,Obstetrics and Gynecology,6972,19623,26595,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Obstetrics & Gynecology,Obstetrics and Gynecology,2801,19623,22424,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Obstetrics and gynecology.,Obstetrics and Gynecology,97,19623,19720,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
European journal of biochemistry,European Journal of Biochemistry,435,28945,29380,high,case_only,2026-05-12
Expert systems with applications,Expert Systems with Applications,7378,21982,29360,high,case_only,2026-05-12
Neuro-oncology,Neuro-Oncology,458,28758,29216,high,case_only,2026-05-12
English Journal,The English Journal,827,28358,29185,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
ENGLISH JOURNAL,The English Journal,13,28358,28371,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
AnaesthesiaActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Anaesthesia,17,29120,29137,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Neurology Neurosurgery & Psychiatry,"Journal of Neurology, Neurosurgery &amp; Psychiatry",7429,21030,28459,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Journal of Neurology, Neurosurgery & Psychiatry","Journal of Neurology, Neurosurgery &amp; Psychiatry",482,21030,21512,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Journal of Neurology, Neurosurgery, and Psychiatry","Journal of Neurology, Neurosurgery &amp; Psychiatry",52,21030,21082,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Journal of Neurology, Neurosurgery and Psychiatry","Journal of Neurology, Neurosurgery &amp; Psychiatry",51,21030,21081,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
American journal of public health,American Journal of Public Health,1503,27515,29018,high,case_only,2026-05-12
The American Journal of Public Health,American Journal of Public Health,10,27515,27525,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
neuroscience,Neuroscience,9,28952,28961,high,case_only,2026-05-12
NeuroscienceActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Neuroscience,9,28952,28961,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Nutrition,The Journal of Nutrition,7157,21670,28827,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
MATEC web of conferences,MATEC Web of Conferences,17,28800,28817,high,case_only,2026-05-12
Water Science & Technology,Water Science and Technology,8287,20324,28611,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Water Science &amp; Technology,Water Science and Technology,109,20324,20433,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
British Journal of Radiology,The British Journal of Radiology,5098,23555,28653,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
American Journal of Clinical Nutrition,The American Journal of Clinical Nutrition,9211,19294,28505,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
The Cochrane Database of Systematic Reviews,Cochrane Database of Systematic Reviews,822,27506,28328,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Cochrane database of systematic reviews,Cochrane Database of Systematic Reviews,1,27506,27507,high,case_only,2026-05-12
Transplantation proceedings,Transplantation Proceedings,4,28323,28327,high,case_only,2026-05-12
Journal of Cell Biology,The Journal of Cell Biology,1289,26981,28270,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Russian chemical bulletin,Russian Chemical Bulletin,163,28031,28194,high,case_only,2026-05-12
EndoscopyActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Endoscopy,33,28124,28157,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
